,LOCATION,TIME,PC_HEALTHXP,PC_GDP,USD_CAP,TOTAL_SPEND,Core inflation,Core inflation index,"Gross domestic product per capita, volume",Real net disposable income of households and non-profit institutions serving households,Unemployment rate
0,AUS,1971,15.992,0.726,33.99,439.73,,,37050.9865604718,280710469382.469,1.88974781666884
1,AUS,1972,15.091,0.685,34.184,450.44,,,37299.0721058419,294595809507.551,2.58961715493526
2,AUS,1973,15.117,0.681,37.956,507.85,,,38339.1957776298,319917855102.754,2.2945170672018
3,AUS,1974,14.771,0.754,45.338,622.17,,,38344.9858002955,340144826877.262,2.65691962114405
4,AUS,1975,11.849,0.682,44.363,616.34,,,38909.9885667292,349430151379.701,4.87865540261642
5,AUS,1976,10.92,0.63,44.34,622.22,,,39998.6336035581,347258879882.214,4.7499983719519
6,AUS,1977,10.087,0.612,45.407,644.42,,,40104.3081299466,351445923427.133,5.60413449182044
7,AUS,1978,9.958,0.591,48.127,691.01,,,40490.6717077257,361429748261.085,6.29008617833514
8,AUS,1979,8.981,0.523,47.307,686.61,,,41849.943170616,373546076615.256,6.26490195559399
9,AUS,1980,9.263,0.539,54.875,806.22,,,42391.8629709395,381615409109.824,6.1051526695912
10,AUS,1981,9.388,0.547,62.73,936.14,,,43821.5408120188,393102140846.902,5.78362504645968
11,AUS,1982,9.248,0.564,65.245,990.7,,,42910.1961249193,400949552475.316,7.16263569573676
12,AUS,1983,9.589,0.58,72.629,1118.01,,,42251.7945886251,402406486550.821,9.96137906286821
13,AUS,1984,9.465,0.569,76.085,1185.36,,,44499.6598071813,415745744317.493,8.98680440642761
14,AUS,1985,9.56,0.579,81.784,1291.23,,,46122.3184256697,419563034015.733,8.25813617622227
15,AUS,1986,9.568,0.599,86.545,1386.31,,0.370370581088814,46262.9226389652,421494584263.697,8.08057117927521
16,AUS,1987,9.543,0.582,90.907,1478.5,4.79840486720606,0.388142461078479,47999.4958158867,422739939670.041,8.10639516909526
17,AUS,1988,9.823,0.595,100.971,1669.27,7.4175824177602,0.416933248027298,49316.2434521721,437651837839.527,7.2258083476125
18,AUS,1989,10.199,0.623,111.925,1881.95,6.39386189258325,0.443591384090425,50584.0826910268,463037339229.243,6.17498797179624
19,AUS,1990,10.474,0.677,122.156,2084.61,6.24999999999987,0.471315845596076,50542.3349409028,474883228968.855,6.92596377052426
20,AUS,1991,10.937,0.74,134.997,2333.29,4.47963800904974,0.492429089358072,49238.9493172877,467449190382.218,9.57923000965329
21,AUS,1992,11.407,0.779,148.927,2603.04,2.81507145950632,0.506291320110898,50160.7108120788,477906006350.136,10.7287675708731
22,AUS,1993,11.977,0.82,164.472,2900.43,2.7801179443977,0.520366815952229,51752.3873250618,484573145773.152,10.873773085581
23,AUS,1994,12.508,0.86,181.941,3239.54,2.41803278688511,0.532949456174024,53690.4888938811,504102326558.142,9.7186786411298
24,AUS,1995,12.762,0.883,196.205,3532.65,3.28131252501002,0.550437193431435,54759.2599792279,516957802867.032,8.46925628544632
25,AUS,1996,13.106,0.925,215.33,3924.34,2.98333979077878,0.566858605246321,56246.2688205085,539619832003.388,8.50621318628521
26,AUS,1997,13.437,0.951,232.169,4277.26,1.91873589164793,0.577735124760077,57963.2524561689,557437844003.433,8.36223009500942
27,AUS,1998,14.084,1.018,259.041,4820.13,1.69804355850857,0.587545318831307,60233.5067391818,561972659955.18,7.67559744144404
28,AUS,1999,14.679,1.074,287.245,5403.73,1.19782214156091,0.594583066751973,62016.1277462086,587563652725.053,6.87233376065081
29,AUS,2000,15.702,1.192,338.103,6433.7,3.8737446197991,0.617615696310514,63388.074918019,607482474833.987,6.28261913416262
30,AUS,2001,16.059,1.233,367.853,7090.26,4.41988950276251,0.644913627639156,64293.0369863085,642352755534.065,6.74231454361411
31,AUS,2002,15.374,1.211,381.433,7436.12,3.20767195767193,0.665600341224142,66119.1472772785,645561326015.105,6.36761733935463
32,AUS,2003,15.761,1.242,406.438,8015.26,2.65940403716757,0.683301343570058,67415.2540224233,668460021171.237,5.928697905392
33,AUS,2004,15.656,1.266,441.202,8794.36,1.9662921348315,0.696737044145874,69336.7682250774,712637255024.993,5.39472577382596
34,AUS,2005,15.218,1.213,437.125,8819.8,2.32629323538402,0.712945190872254,70561.7342690614,742023033175.871,5.03248019704152
35,AUS,2006,15.276,1.219,457.715,9360.71,2.51271313191743,0.730859458306675,71484.9151630727,763871083755.864,4.78229229087002
36,AUS,2007,15.201,1.224,486.408,10130.72,2.68456375838939,0.750479846449137,73262.9299583245,818161305381.52,4.37695416378445
37,AUS,2008,15.412,1.271,516.333,10971.66,4.12048877522014,0.781403284282363,73545.5452440563,866625002339.805,4.2341583856805
38,AUS,2009,15.535,1.327,530.969,11517.6,2.64737991266373,0.802089997867349,73472.7568609192,905119167498.528,5.56066622330354
39,AUS,2010,15.63,1.316,561.659,12374.33,2.7918106886466,0.824482832160375,74135.4769015696,936623338818.459,5.21132624373218
40,AUS,2011,15.311,1.307,583.222,13029.19,2.50905328504925,0.845169545745362,75057.1172784245,988336214154.797,5.08109169075669
41,AUS,2012,15.308,1.328,589.993,13412.59,2.17007317688596,0.863510343356791,76631.1390678952,996700621545.853,5.2235755894894
42,AUS,2013,14.345,1.255,586.402,13562.38,2.49444307236376,0.885050117295799,76956.7755241457,1018234353085.8,5.6619757382734
43,AUS,2014,12.498,1.229,569.455,13368.35,2.43373493975902,0.906589891234805,77733.8694905795,1052590646225.08,6.0767579197209
44,AUS,2015,12.442,1.267,594.233,14152.25,2.11714890613972,0.925783749200256,78361.689620423,1067984777242.16,6.05421050754278
45,AUS,2016,12.915,1.303,650.539,15737.13,1.54342317438381,0.940072510130092,79218.2184209763,1080910859571.22,5.7104117906159
46,AUS,2017,12.275,1.243,622.908,15318.92,1.70145190562615,0.956067391767968,79808.9793528555,1099644685339.23,5.59326830054171
47,AUS,2018,11.93,1.2,619.256,15458.65,1.65068034798118,0.971849008317338,80853.8607579727,1129975296693.62,5.30614694486061
48,AUS,2019,12.049,1.231,617.729,15650.06,1.62387535659437,0.98763062486671,81197.50436066,1158000925010.21,5.16567719171929
49,AUS,2020,11.961,1.278,680.868,17463.75,1.25242928093277,1.0,78705.5306310974,1231521171452.26,6.45704076857843
50,AUT,1990,10.131,0.782,150.163,1152.93,,,28163.1516829246,147153393614.084,3.26904415106067
51,AUT,1991,10.001,0.778,158.596,1229.89,,,28843.0062484324,150873855358.943,3.50716709687011
52,AUT,1992,9.889,0.799,168.787,1323.41,,,29124.5406268399,156140964842.011,3.63979391695209
53,AUT,1993,9.746,0.838,180.292,1425.32,,,29037.5335385935,157615038278.02,4.27269761478424
54,AUT,1994,9.457,0.85,190.767,1513.95,,,29620.8246260515,159958324413.636,3.64859178858787
55,AUT,1995,9.542,0.851,199.061,1582.19,,,30364.5777110464,158854707549.655,3.76748599528839
56,AUT,1996,9.839,0.874,212.567,1691.82,,,31003.5308384856,158495409737.449,4.17980090837776
57,AUT,1997,11.213,1.007,253.988,2023.79,,,31654.4058947488,156409065869.443,4.30948319266109
58,AUT,1998,11.843,1.084,287.561,2293.81,,,32730.0490209782,160732482118.253,4.29190477312674
59,AUT,1999,12.551,1.168,322.489,2577.44,,,33794.2190274342,167486691350.468,3.72965538818531
60,AUT,2000,12.734,1.172,357.062,2860.63,,,34921.2190225981,170178452628.887,3.53461545955846
61,AUT,2001,12.897,1.196,368.742,2965.53,,,35207.5840808088,169153894365.858,3.59075924623732
62,AUT,2002,13.154,1.236,407.91,3296.71,,,35642.8805012942,171014235641.187,3.95205785140005
63,AUT,2003,13.607,1.299,435.142,3533.97,,,35820.4662460914,174443413597.73,4.28504743641502
64,AUT,2004,13.308,1.292,453.933,3709.53,,,36507.0607646227,177958014391.265,5.48843187660668
65,AUT,2005,13.239,1.274,460.159,3786.11,,,37116.9189661432,185484543829.389,5.62715236374396
66,AUT,2006,13.271,1.265,482.397,3988.77,,,38242.4905188083,190303810109.701,5.24249722922226
67,AUT,2007,13.486,1.286,511.897,4246.43,,,39509.10160094,194547345151.048,4.85820633130858
68,AUT,2008,13.432,1.306,538.527,4481.35,,,39994.6984578938,196323169917.284,4.12741085680681
69,AUT,2009,12.369,1.265,505.931,4221.15,,,38394.1283582308,195698011653.973,5.3019268384036
70,AUT,2010,12.22,1.249,520.448,4352.72,,,38977.6277411417,193872549919.36,4.82041195950309
71,AUT,2011,12.291,1.232,534.067,4481.7,,,40032.5633775818,192847928320.843,4.56405395380603
72,AUT,2012,12.063,1.23,553.478,4665.81,,,40141.1237937277,195884844193.105,4.86455640183542
73,AUT,2013,11.886,1.223,566.622,4804.85,,,39896.2854608796,192041355766.352,5.33517072776964
74,AUT,2014,12.144,1.259,589.981,5042.19,,,39902.4409459913,193467391495.269,5.61847389558238
75,AUT,2015,12.292,1.274,607.648,5251.72,,,39898.0820479911,193117609000.0,5.72212657882631
76,AUT,2016,11.965,1.239,621.653,5431.18,,,40173.1660978012,198412512637.944,6.0136519531424
77,AUT,2017,12.085,1.255,642.378,5651.36,,,40858.4113084419,201823374429.476,5.49963675889108
78,AUT,2018,11.951,1.237,659.52,5830.5,,,41630.2136090694,204349464643.925,4.84790403331075
79,AUT,2019,11.836,1.241,665.852,5912.71,,,42045.1348947632,206016928390.746,4.48653272503948
80,AUT,2020,12.131,1.381,711.325,6342.79,,,39045.2862665461,200193051883.256,5.36253111027906
81,AUT,2021,11.431,1.383,764.767,6849.1,,,40588.3858305747,203756054856.295,6.18140023858419
82,BEL,1970,28.113,1.084,42.05,406.02,,,,,
83,BEL,1971,28.275,1.115,46.626,451.02,,,16712.5861046366,101178023709.694,1.17858619598649
84,BEL,1972,27.629,1.132,51.474,499.87,,,17525.715131522,107943774975.442,1.59314091080104
85,BEL,1973,27.547,1.206,61.827,602.3,,,18543.3094509583,115281865043.427,1.60238649886353
86,BEL,1974,26.779,1.19,68.928,673.59,,,19262.7176877377,119975372014.65,1.8011564554796
87,BEL,1975,21.886,1.214,73.393,719.3,,,18954.7081379963,120147992214.342,3.52923216974347
88,BEL,1976,18.88,1.087,72.63,713.1,,,19993.5114549694,129118147072.355,4.78634670812141
89,BEL,1977,18.301,1.139,81.649,802.64,,,20096.16629265,128110005154.948,5.49118565088496
90,BEL,1978,17.789,1.141,89.427,879.92,,,20650.4620262029,131728314919.152,6.08219662260499
91,BEL,1979,17.386,1.112,97.873,963.89,,,21118.8624553937,135194798752.144,6.3379356795251
92,BEL,1980,17.374,1.074,102.927,1014.78,,,22042.4744366755,136004761401.799,6.69034331737035
93,BEL,1981,16.044,1.058,107.311,1057.98,,,21965.298803565,136586917133.318,8.58387951760216
94,BEL,1982,15.4,1.051,114.228,1125.87,,,22078.0653190047,134433077756.984,10.0735551260724
95,BEL,1983,15.594,1.09,122.594,1208.23,,,22135.6914411907,132698698931.903,10.7416433077094
96,BEL,1984,14.967,1.023,121.765,1200.04,,,22679.3407598295,131959848687.655,10.8249972796707
97,BEL,1985,15.684,1.079,135.801,1338.77,,,23049.2788051474,132393834768.418,10.1167439252689
98,BEL,1986,15.708,1.108,148.417,1463.66,,,23464.6513171253,139923294787.356,10.0500325562969
99,BEL,1987,15.952,1.142,161.07,1589.8,,,23979.1466123993,139718896731.028,9.80778608774703
100,BEL,1988,16.479,1.18,183.216,1814.14,,,25025.5243194648,144252148542.509,8.83416257763509
101,BEL,1989,16.231,1.153,195.372,1941.55,,,25799.9214985695,149038335002.906,7.36625791433188
102,BEL,1990,15.52,1.109,202.058,2013.99,,,26534.623451009,157671614540.433,6.55826721730429
103,BEL,1991,15.597,1.163,221.636,2217.35,,,26918.4044977209,163719065911.306,6.45005922480316
104,BEL,1992,16.282,1.244,248.41,2495.32,,,27218.9017720503,169144130315.076,7.09202028064157
105,BEL,1993,17.445,1.354,276.285,2786.19,,,26852.8542589366,170555270344.126,8.62726514760067
106,BEL,1994,17.459,1.32,283.138,2864.11,,,27637.1836130589,174183386527.702,9.75001091262263
107,BEL,1995,18.068,1.358,301.872,3060.02,,,28237.6442734537,184676878927.701,9.68344799717046
108,BEL,1996,17.119,1.338,302.676,3074.17,,,28553.21453185,184005352154.131,9.55046866351063
109,BEL,1997,17.497,1.343,317.541,3232.96,,,29566.6437481583,185137943664.681,9.21706416502457
110,BEL,2003,17.397,1.594,504.999,5239.94,,,33003.0840400925,201697002763.44,8.17540938683343
111,BEL,2004,17.109,1.596,528.023,5502.6,,,34033.7779483735,200982561112.676,8.38539642964489
112,BEL,2005,16.957,1.564,526.39,5515.84,,,34632.8848172536,202995972047.965,8.47498573246763
113,BEL,2006,16.427,1.5,524.904,5536.67,,,35284.793325749,208293518679.644,8.26668715785811
114,BEL,2007,16.616,1.518,549.591,5839.79,,,36312.0647468474,213467374333.197,7.49170464267707
115,BEL,2008,14.855,1.425,526.611,5639.99,,,36187.5816993464,217930688387.422,6.96824526368544
116,BEL,2009,14.179,1.463,526.238,5681.52,,,35174.8795850315,220065084965.701,7.9917667948946
117,BEL,2010,13.842,1.412,540.994,5894.45,,,35850.312041116,218314506051.651,8.3915971232921
118,BEL,2011,13.608,1.41,551.654,6089.3,,,35988.8566769342,218674805823.008,7.21730704272007
119,BEL,2012,12.768,1.341,541.621,6015.75,,,36029.6209597551,220329429756.771,7.65190638835494
120,BEL,2013,12.534,1.326,556.791,6213.46,,,36026.4360605789,220816188285.382,8.55005144345394
121,BEL,2014,12.223,1.297,561.59,6294.89,,,36431.974306361,221772687234.257,8.66668649158554
122,BEL,2015,12.27,1.325,591.141,6664.64,,,36961.3269469576,223329956055.72,8.65888335166969
123,BEL,2016,12.043,1.3,603.742,6841.26,,,37241.1967169712,226622392881.104,7.85022163776948
124,BEL,2017,11.513,1.243,592.17,6736.03,,,37697.9340659341,231136222601.67,7.10865291206367
125,BEL,2018,11.237,1.22,601.265,6870.69,,,38199.2648989236,233727355916.727,5.96670803423281
126,BEL,2019,11.314,1.221,613.639,7050.09,,,38844.5469579598,239880072680.905,5.37474525359989
127,BEL,2020,11.176,1.251,615.681,7104.1,,,36625.5197505198,242745686029.49,5.56942582090885
128,BEL,2021,10.782,1.191,649.344,7523.43,,,38972.7398205659,245573796599.254,6.26544705247055
129,BGR,2003,37.0,2.664,231.652,1801.17,2.14111171739703,0.717558333333331,7973.6453229983,33632134067.9191,13.8033507392669
130,BGR,2004,35.617,2.454,233.474,1801.69,2.15545774443431,0.733024999999998,8557.10684227381,35745544762.155,12.1419227628773
131,BGR,2005,34.274,2.362,243.791,1867.19,4.81566113024782,0.768324999999997,9230.16759818646,37368974825.1619,10.1765044175468
132,BGR,2006,36.808,2.402,267.287,2031.65,5.13020748598134,0.807741666666663,9933.21619942687,41355453441.0923,9.0325885589438
133,BGR,2007,35.301,2.173,275.732,2080.49,6.55737704918039,0.86070833333333,10672.4045837225,43309207469.2897,6.93804202237368
134,BGR,2008,35.314,2.219,308.211,2309.29,10.1573316551291,0.94813333333333,11406.3535669657,49454087017.3341,5.66192271965075
135,BGR,2012,37.745,2.846,474.182,3464.32,1.03135211661802,1.02286666666667,11809.8853965459,50922051938.3262,12.2701312681279
136,BGR,2013,34.911,2.494,432.714,3143.72,-0.0016294075477303,1.02285,11811.7056646729,52301826976.5958,12.9412375415282
137,BGR,2014,34.883,2.68,491.214,3548.5,-1.64002541917192,1.006075,11991.8127746684,51868905335.576,11.4241361894293
138,BGR,2015,35.948,2.657,516.436,3706.97,-0.603831722287111,1.0,12478.6169277727,52706000000.0,9.14307975846207
139,BGR,2016,36.738,2.739,587.206,4185.5,-1.00750000000031,0.989924999999997,12946.7888610847,54271351363.0569,7.57571115638547
140,BGR,2017,36.971,2.77,625.801,4428.13,-0.495828808579738,0.985016666666664,13399.8186673684,55662019441.399,6.16436315977601
141,BGR,2018,35.409,2.595,625.647,4395.19,2.07526099389175,1.00545833333333,13860.6539624385,59376365940.0668,5.21125384285811
142,BGR,2019,34.357,2.436,616.927,4303.54,1.83912809249546,1.02395,14521.8145032358,62925964890.3179,4.22995179099055
143,BGR,2020,32.623,2.766,692.585,4802.39,1.21018278887349,1.03634166666667,14029.8225486965,67053043973.1954,5.12555559776628
144,BGR,2021,30.602,2.618,758.71,5218.21,1.38950314005097,1.05074166666666,15228.3398222599,71146088559.9736,5.26712856043101
145,BRA,2015,18.249,1.626,248.338,50083.7,,,8961.18065247381,,8.64935161446166
146,BRA,2016,18.259,1.674,244.67,49721.38,,,8578.91420278174,,11.6455219592819
147,BRA,2017,17.972,1.702,250.063,51188.76,,,8649.01328110311,,12.8437830560631
148,BRA,2018,18.2,1.723,261.617,53921.16,,,8721.34338459292,,12.3837104330391
149,BRA,2019,18.216,1.751,272.831,56600.28,,,8758.14739973538,,11.9898411749876
150,CAN,1970,11.962,0.749,32.684,696.95,,,,,
151,CAN,1971,11.529,0.751,36.13,793.49,,,26982.6353044199,,6.19012243244025
152,CAN,1972,10.962,0.706,37.076,823.77,,,28140.7066726443,,6.23519165394593
153,CAN,1973,10.942,0.671,40.128,902.55,,,29699.0206687537,,5.5403778061362
154,CAN,1974,10.026,0.606,42.13,960.9,,,30248.0133149953,,5.33518925181125
155,CAN,1975,9.319,0.605,45.427,1051.33,,,30245.3304469657,,6.93251328676004
156,CAN,1976,8.957,0.582,48.668,1141.26,,,31604.7683631354,,7.0876819677728
157,CAN,1977,8.9,0.577,51.69,1226.39,,,32311.0331632895,,8.0636878040342
158,CAN,1978,8.882,0.573,55.495,1329.84,,,33169.3868302998,,8.37920119357246
159,CAN,1979,9.081,0.577,62.866,1521.45,,,34061.5664851796,,7.50860712639726
160,CAN,1980,8.934,0.584,70.739,1734.21,,,34349.9322290517,,7.52251272153009
161,CAN,1981,9.357,0.633,84.104,2087.45,,,35107.5738978155,510887435946.01,7.61677622169979
162,CAN,1982,9.071,0.68,90.358,2269.52,,,33586.6623412994,514114609666.356,11.1129599116905
163,CAN,1983,9.145,0.701,97.554,2474.6,,,34121.4070505961,505113433803.187,11.9950132485532
164,CAN,1984,9.5,0.717,107.828,2761.16,,,35797.9108333942,525361817459.55,11.3742298174433
165,CAN,1985,10.061,0.76,122.028,3153.46,,,37152.7528937646,545887354310.167,10.499432789925
166,CAN,1986,10.756,0.839,137.551,3590.12,,,37574.3028484218,550305471338.158,9.60416735957408
167,CAN,1987,11.058,0.856,150.106,3969.79,,,38592.6059080333,562070296412.764,8.80217567744953
168,CAN,1988,11.383,0.881,166.34,4456.54,,,39775.485712074,588627373385.97,7.75939847805369
169,CAN,1989,11.691,0.929,184.661,5036.96,,,39973.402653341,612775570307.75,7.5027136679894
170,CAN,1990,11.914,0.996,202.518,5607.95,,,39440.0999337767,621504603649.399,8.15429578956112
171,CAN,1991,12.135,1.098,219.057,6141.79,,,38140.394158949,615488798970.098,10.3131580569131
172,CAN,1992,12.75,1.186,241.917,6863.49,,0.732835927971878,38030.9192427944,624170143821.688,11.218335063356
173,CAN,1993,13.377,1.229,258.297,7409.19,1.95790504160538,0.747184159552335,38616.162224657,632688979538.763,11.3660486256403
174,CAN,1994,13.613,1.203,267.114,7746.48,0.0672107537205917,0.747686347657651,39912.2082139984,636145600790.805,10.3803873918948
175,CAN,1995,14.358,1.225,285.008,8351.39,2.19727499520245,0.764115072817275,40565.4949877503,644601397860.058,9.47157008476211
176,CAN,1996,14.578,1.215,291.519,8631.94,1.47403999624458,0.775378434607935,40793.6628497636,646875715438.88,9.62541363781267
177,CAN,1997,15.255,1.269,319.143,9544.27,1.57290895632864,0.787574431451324,42118.987500413,662022393999.729,9.08950197569028
178,CAN,1998,15.702,1.342,345.516,10419.09,1.31171433776637,0.797905158189253,43398.3416377681,681831731972.598,8.28314121586256
179,CAN,1999,16.199,1.349,369.052,11219.66,1.42959899298689,0.809312002295717,45269.4912313907,707159553098.961,7.56140908055601
180,CAN,2000,16.601,1.369,406.817,12483.48,1.54241645244214,0.821794963770715,47172.0242601366,738681648218.131,6.83735383191722
181,CAN,2001,16.921,1.459,444.045,13774.66,1.97293758184208,0.838008465456633,47497.5872719626,755581633183.839,7.22786563187672
182,CAN,2002,17.438,1.544,480.949,15082.18,2.73093057101275,0.860893894827463,48401.87105396,772234668155.094,7.67946006187462
183,CAN,2003,17.845,1.608,520.034,16455.16,2.53333333333324,0.882703206829758,48831.6942457515,786027091448.428,7.58918885944229
184,CAN,2004,17.992,1.631,561.774,17942.39,1.29226267880365,0.894110050936222,49871.6291196909,813062439268.914,7.15101390258954
185,CAN,2005,18.058,1.632,594.446,19166.56,1.33996630024872,0.906090824305904,50985.7909530569,835786112609.456,6.74875176564219
186,CAN,2006,17.934,1.675,625.283,20366.21,1.52019002375303,0.919865126623144,51802.8763716039,880918441661.008,6.46734994875622
187,CAN,2007,17.726,1.674,657.556,21626.28,1.95757292154105,0.937872157256618,52365.1278808052,915906627240.788,6.15253608564903
188,CAN,2008,17.519,1.683,674.417,22422.54,1.20094851985015,0.949135519047278,52321.3545907949,953004103625.037,6.30426829380393
189,CAN,2009,17.632,1.88,692.029,23272.98,1.08087679516248,0.959394504627305,50213.8488344622,967238225750.638,8.46530738965187
190,CAN,2010,18.23,1.946,755.74,25699.62,1.31608464817161,0.972020948418107,51193.0431532948,999303036599.415,8.14519810701298
191,CAN,2011,17.903,1.858,755.06,25928.17,1.55731050262013,0.98715833273549,52289.3604673918,1022068008410.64,7.62692388872849
192,CAN,2012,17.462,1.835,756.825,26271.97,1.30087209302329,1.0,52635.5163598366,1048703743870.2,7.40452227151623
193,CAN,2013,17.036,1.774,754.272,26460.61,0.868068010618006,1.00868068010618,53295.3624714726,1077300820493.37,7.16810671411372
194,CAN,2014,16.628,1.706,754.336,26729.19,1.60028449502083,1.02482244063419,54276.5439993047,1092123226813.19,7.03037076233329
195,CAN,2015,16.722,1.796,774.778,27663.06,1.85509275463809,1.0438338474783,54228.0827656952,1124144189658.01,6.94912942083365
196,CAN,2016,16.625,1.834,838.504,30279.05,1.84879725085952,1.06313221895402,54154.417923467,1117509081659.17,7.03114954110651
197,CAN,2017,16.426,1.791,849.457,31043.47,1.58580201093116,1.07999139106105,55135.3054608814,1159731807487.82,6.4101292562678
198,CAN,2018,15.927,1.737,850.075,31514.51,1.89982728842884,1.10050936222111,55871.6729199912,1173917873462.13,5.83614467119489
199,CAN,2019,15.846,1.744,827.573,31132.05,2.08604954367646,1.12346653274984,56114.9528885092,1208725280535.0,5.70106775025868
200,CAN,2020,14.236,1.856,836.93,31827.31,1.11749680715192,1.13602123538274,52698.555582913,1288640225093.71,9.66943513834573
201,CAN,2021,13.785,1.7,865.337,33090.37,2.36817177139264,1.1629241695961,55022.1799025378,1305077798162.84,7.49222479644124
202,CAN,2022,14.469,1.614,914.325,35602.95,4.99074645280679,1.22096276633905,55885.486174612,1299152775388.68,5.26699863669467
203,CHE,2010,10.52,1.045,530.899,4154.24,0.127727592643682,1.01789715034064,,355526617184.563,4.80506633920042
204,CHE,2011,10.323,1.037,539.795,4271.07,-0.108114562948883,1.01679665528528,78788.6231626724,359652390666.434,4.40889864034094
205,CHE,2012,10.377,1.053,566.963,4533.92,-0.997910618467092,1.00664993349397,78895.1139421923,369645057819.624,4.49673499580698
206,CHE,2013,10.228,1.062,595.626,4818.22,-0.240574404759988,1.00422819140845,79428.1586603558,380092117826.455,4.74901927284338
207,CHE,2014,10.225,1.066,611.906,5010.68,0.0534593037820289,1.00476504480796,80285.5827796121,386029993633.54,4.82660515388514
208,CHE,2015,10.177,1.097,636.994,5275.84,-0.474244683628565,1.0,80627.516098021,392398606089.0,4.81272263589667
209,CHE,2016,10.333,1.136,676.592,5665.33,-0.272084971009701,0.997279150289903,81413.3322102618,398447482276.158,4.91914908381155
210,CHE,2017,10.545,1.165,687.401,5809.8,0.28804592215047,1.00015177221477,81814.8945957036,396639730234.477,4.79586399219582
211,CHE,2018,10.661,1.148,703.786,5992.27,0.451246661810748,1.00466492369993,83533.9220505851,398871494127.304,4.72266700284301
212,CHE,2019,10.681,1.182,716.538,6144.51,0.436387585368656,1.00904915670151,83901.0852279828,407469373512.108,4.38714423400241
213,CHE,2020,10.849,1.273,761.87,6581.16,-0.281085448948956,1.00621286634928,81394.5435342694,421917441483.991,4.82688357266448
214,CHE,2021,10.593,1.25,803.203,6991.52,0.251086773942422,1.00873933377439,85130.1694912465,421765299815.984,5.08772171654054
215,CHL,2019,13.961,1.307,320.69,6156.52,2.58786530387021,1.0258786530387,9991999.47705998,,7.22736461611301
216,CHL,2020,12.334,1.2,298.149,5775.33,2.28614290838989,1.04933170511383,9184560.577932,,10.6582644503145
217,CHL,2021,12.289,1.148,328.995,6401.04,3.82126004336258,1.08942939828368,10166032.0985107,,8.83851804675286
218,COL,2013,15.593,1.094,144.302,6659.77,2.65537112305622,0.933718473311291,16935241.9291189,,9.9009780636489
219,COL,2014,15.653,1.125,154.548,7196.59,2.72290027503235,0.959142696189112,17401853.9813253,,9.39693265899894
